filename,width,height,class,xmin,ymin,xmax,ymax
upper_106927_jpg.rf.616a787fafde3ff21d03a25ceffbd843.jpg,640,480,robot,204,0,229,50
upper_106927_jpg.rf.616a787fafde3ff21d03a25ceffbd843.jpg,640,480,robot,364,0,412,60
upper_803059_jpg.rf.60f3283c6b1d6c220979b565ec4f0416.jpg,640,480,goalpost,121,124,147,150
upper_803059_jpg.rf.60f3283c6b1d6c220979b565ec4f0416.jpg,640,480,robot,0,25,31,145
lower_688127_jpg.rf.6263185e742e792d1616cb20440857da.jpg,320,240,ball,140,61,192,113
upper_654175_jpg.rf.623d0c6329f7688ee2cd84e662eeeace.jpg,640,480,robot,285,21,334,103
upper_654175_jpg.rf.623d0c6329f7688ee2cd84e662eeeace.jpg,640,480,robot,459,23,591,212
upper_654175_jpg.rf.623d0c6329f7688ee2cd84e662eeeace.jpg,640,480,goalpost,368,70,386,88
upper_654175_jpg.rf.623d0c6329f7688ee2cd84e662eeeace.jpg,640,480,centerspot,203,138,261,169
upper_961771_jpg.rf.613b77e0705501b33c50f955e7edcaa7.jpg,640,480,robot,248,0,397,351
lower_502260_jpg.rf.614e897989a51c9650e6c824ef399af1.jpg,320,240,ball,244,126,304,192
lower_499028_jpg.rf.62af86e9790d91e192ce92107adb7fd5.jpg,320,240,ball,58,140,141,219
lower_635255_jpg.rf.62f4effa95e2c5d3baa9e0fced6d1d2c.jpg,320,240,ball,19,94,80,153
upper_103276_jpg.rf.62d304d50637cecd458718ca4bc8cdfa.jpg,640,480,robot,447,17,492,93
upper_103276_jpg.rf.62d304d50637cecd458718ca4bc8cdfa.jpg,640,480,robot,494,160,529,178
upper_690155_jpg.rf.6144507fe474343b233be5009ce9bf50.jpg,640,480,robot,542,269,574,321
upper_690155_jpg.rf.6144507fe474343b233be5009ce9bf50.jpg,640,480,robot,0,137,588,479
upper_690155_jpg.rf.6144507fe474343b233be5009ce9bf50.jpg,640,480,robot,478,268,533,359
upper_838939_jpg.rf.62b0457064c7f36ed5340d9653abd94c.jpg,640,480,goalpost,279,25,307,59
upper_838939_jpg.rf.62b0457064c7f36ed5340d9653abd94c.jpg,640,480,goalspot,371,62,403,79
upper_838939_jpg.rf.62b0457064c7f36ed5340d9653abd94c.jpg,640,480,robot,475,0,520,35
upper_838939_jpg.rf.62b0457064c7f36ed5340d9653abd94c.jpg,640,480,robot,561,0,627,43
upper_478505_jpg.rf.62ad6e8a654e237efc990b912603c723.jpg,640,480,robot,512,0,626,142
upper_519815_jpg.rf.62cab8617de2010fa601bf35a04d0b74.jpg,640,480,goalpost,115,123,143,173
upper_519815_jpg.rf.62cab8617de2010fa601bf35a04d0b74.jpg,640,480,goalspot,152,182,181,205
upper_519815_jpg.rf.62cab8617de2010fa601bf35a04d0b74.jpg,640,480,robot,183,72,280,161
upper_519815_jpg.rf.62cab8617de2010fa601bf35a04d0b74.jpg,640,480,robot,83,339,429,479
upper_519815_jpg.rf.62cab8617de2010fa601bf35a04d0b74.jpg,640,480,robot,331,38,419,181
lower_521250_jpg.rf.62a3c1e2cbcd9b9f3d329b1449aaeba4.jpg,320,240,robot,107,0,319,239
upper_442958_jpg.rf.62879a6d18dacfa3d4f3850c4ef43eac.jpg,640,480,robot,167,0,225,83
upper_442958_jpg.rf.62879a6d18dacfa3d4f3850c4ef43eac.jpg,640,480,robot,237,0,291,85
upper_103892_jpg.rf.62ac4f9a955c8247eb82167cdccd5bea.jpg,640,480,robot,352,66,430,199
upper_729699_jpg.rf.62f933aa03de272e2f9f07fa3c404cf5.jpg,640,480,robot,399,160,467,265
upper_729699_jpg.rf.62f933aa03de272e2f9f07fa3c404cf5.jpg,640,480,ball,515,441,599,479
upper_729699_jpg.rf.62f933aa03de272e2f9f07fa3c404cf5.jpg,640,480,robot,110,290,324,446
upper_938851_jpg.rf.62f507ff4e7c22daec73e2d916462579.jpg,640,480,ball,357,0,388,29
upper_815885_jpg.rf.63199c0284c4db165585de1ef30f078a.jpg,640,480,robot,339,61,477,119
upper_815885_jpg.rf.63199c0284c4db165585de1ef30f078a.jpg,640,480,robot,272,0,320,56
upper_815885_jpg.rf.63199c0284c4db165585de1ef30f078a.jpg,640,480,robot,95,0,151,98
upper_815885_jpg.rf.63199c0284c4db165585de1ef30f078a.jpg,640,480,centerspot,139,144,198,172
lower_561595_jpg.rf.631a846c1fbb4f3f35f2536cacd30a7c.jpg,320,240,ball,68,96,125,155
lower_561595_jpg.rf.631a846c1fbb4f3f35f2536cacd30a7c.jpg,320,240,robot,121,0,319,239
upper_654374_jpg.rf.631b8b1c5bac676521f4e93f6d2810bc.jpg,640,480,centerspot,520,145,580,179
lower_519284_jpg.rf.6310e97b980c94c9d661b56f2f534ec1.jpg,320,240,robot,1,0,277,207
lower_489367_jpg.rf.6334728e2aad9ab210410613173fb484.jpg,320,240,ball,180,0,236,32
upper_954742_jpg.rf.639f341cbae29eef0bdd96b361308e0a.jpg,640,480,goalpost,5,331,109,427
upper_932787_jpg.rf.6398b1fcfddfe6eb5789199cd16379ac.jpg,640,480,robot,571,229,639,479
upper_932787_jpg.rf.6398b1fcfddfe6eb5789199cd16379ac.jpg,640,480,robot,0,115,37,276
upper_932787_jpg.rf.6398b1fcfddfe6eb5789199cd16379ac.jpg,640,480,ball,42,260,75,294
upper_932787_jpg.rf.6398b1fcfddfe6eb5789199cd16379ac.jpg,640,480,robot,497,165,610,395
upper_933487_jpg.rf.63aa90d73f37456392c8925cdb477935.jpg,640,480,ball,220,2,254,38
upper_109739_jpg.rf.63a15e32dea0ab37def8c1c09b3b85f2.jpg,640,480,goalspot,565,254,630,287
upper_109739_jpg.rf.63a15e32dea0ab37def8c1c09b3b85f2.jpg,640,480,robot,172,0,300,228
lower_505891_jpg.rf.6495aa626fda07393e821c95b553d82d.jpg,320,240,ball,220,0,271,31
upper_661404_jpg.rf.6345bfcb30d40fd726dc9bf2db1b175f.jpg,640,480,robot,543,414,639,479
upper_661404_jpg.rf.6345bfcb30d40fd726dc9bf2db1b175f.jpg,640,480,ball,101,339,124,363
upper_661404_jpg.rf.6345bfcb30d40fd726dc9bf2db1b175f.jpg,640,480,robot,371,252,421,335
upper_661404_jpg.rf.6345bfcb30d40fd726dc9bf2db1b175f.jpg,640,480,robot,237,369,402,477
upper_721937_jpg.rf.6381301fb8b9a935a46f175ba7a97a85.jpg,640,480,goalpost,327,154,353,181
upper_721937_jpg.rf.6381301fb8b9a935a46f175ba7a97a85.jpg,640,480,goalspot,349,299,410,339
lower_554865_jpg.rf.63a830b8142986f8cb1fb2d754aa7f11.jpg,320,240,ball,141,49,189,103
upper_650676_jpg.rf.63b6f29747ac308b7f2e69aaa84cd004.jpg,640,480,goalpost,142,166,154,180
upper_650676_jpg.rf.63b6f29747ac308b7f2e69aaa84cd004.jpg,640,480,robot,97,125,129,185
upper_650676_jpg.rf.63b6f29747ac308b7f2e69aaa84cd004.jpg,640,480,robot,8,110,59,253
lower_737701_jpg.rf.63be7f6e001c40965554ad919121b3a6.jpg,320,240,robot,186,1,320,84
lower_737701_jpg.rf.63be7f6e001c40965554ad919121b3a6.jpg,320,240,ball,153,1,184,32
lower_525281_jpg.rf.63ff74c7ea5d26b470ef73981392c485.jpg,320,240,ball,1,34,73,104
upper_108320_jpg.rf.6388e1ecae683afced7c2499781a1260.jpg,640,480,ball,306,67,330,92
upper_108320_jpg.rf.6388e1ecae683afced7c2499781a1260.jpg,640,480,robot,368,3,420,57
upper_108320_jpg.rf.6388e1ecae683afced7c2499781a1260.jpg,640,480,robot,246,8,321,119
upper_622792_jpg.rf.6405b5f670e1fd20c7afa31366f798b7.jpg,640,480,goalspot,408,146,465,180
upper_622792_jpg.rf.6405b5f670e1fd20c7afa31366f798b7.jpg,640,480,robot,172,0,266,102
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,goalpost,498,169,519,198
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,goalpost,271,166,293,197
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,goalspot,403,210,425,223
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,robot,559,106,635,237
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,robot,366,101,413,237
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,robot,121,105,187,225
upper_856196_jpg.rf.64b5602cf18a2c132a96170aa0326ec3.jpg,640,480,robot,181,106,240,221
lower_724574_jpg.rf.64dd287796a1215a40fbf7ceaf463217.jpg,320,240,robot,89,2,320,187
lower_461782_jpg.rf.646ccbef026d17ae64707c91b4db2ac6.jpg,320,240,centerspot,180,0,247,39
upper_101261_jpg.rf.651be2e6c2484079ead1c3e4e5022418.jpg,640,480,centerspot,194,114,230,129
upper_101261_jpg.rf.651be2e6c2484079ead1c3e4e5022418.jpg,640,480,robot,243,37,287,79
upper_101261_jpg.rf.651be2e6c2484079ead1c3e4e5022418.jpg,640,480,robot,520,20,568,104
upper_101261_jpg.rf.651be2e6c2484079ead1c3e4e5022418.jpg,640,480,goalpost,213,64,228,81
upper_101261_jpg.rf.651be2e6c2484079ead1c3e4e5022418.jpg,640,480,goalpost,337,61,352,76
upper_101041_jpg.rf.63ae9ca7ddc4f18618b5ba9588e7bb63.jpg,640,480,robot,1,68,114,303
upper_101041_jpg.rf.63ae9ca7ddc4f18618b5ba9588e7bb63.jpg,640,480,goalspot,116,366,226,435
upper_101041_jpg.rf.63ae9ca7ddc4f18618b5ba9588e7bb63.jpg,640,480,robot,487,74,511,123
upper_687456_jpg.rf.64cafa3ba004e3a4d3e56bfb28de8875.jpg,640,480,robot,205,220,406,477
upper_512220_jpg.rf.64dcffc6edcfd04dcd895c0bb610ccff.jpg,640,480,robot,0,25,430,480
lower_831317_jpg.rf.64fb5e78c67d846d702e57a0be47f258.jpg,320,240,centerspot,156,106,246,180
lower_662874_jpg.rf.64ea9042aa7d276be86356454d7322cf.jpg,320,240,robot,162,1,315,122
upper_876452_jpg.rf.6548a585ba068c804c28533d7523bdcd.jpg,640,480,goalpost,596,77,626,107
upper_876452_jpg.rf.6548a585ba068c804c28533d7523bdcd.jpg,640,480,goalpost,240,88,268,119
upper_876452_jpg.rf.6548a585ba068c804c28533d7523bdcd.jpg,640,480,goalspot,371,182,424,210
upper_876452_jpg.rf.6548a585ba068c804c28533d7523bdcd.jpg,640,480,robot,1,12,45,175
upper_876452_jpg.rf.6548a585ba068c804c28533d7523bdcd.jpg,640,480,robot,95,1,202,207
upper_481337_jpg.rf.651ce8251d4a2fc6e895d2553219a1b3.jpg,640,480,robot,562,1,638,149
upper_822748_jpg.rf.647d087861319b99ca32b21cd6b0d0d1.jpg,640,480,ball,546,453,577,477
upper_822748_jpg.rf.647d087861319b99ca32b21cd6b0d0d1.jpg,640,480,goalpost,23,388,46,412
upper_822748_jpg.rf.647d087861319b99ca32b21cd6b0d0d1.jpg,640,480,robot,257,342,320,464
upper_948345_jpg.rf.6555d224aa0e255e211405a2156f9672.jpg,640,480,robot,513,0,548,39
upper_948345_jpg.rf.6555d224aa0e255e211405a2156f9672.jpg,640,480,goalspot,7,435,122,479
upper_948345_jpg.rf.6555d224aa0e255e211405a2156f9672.jpg,640,480,centerspot,455,79,478,88
upper_549599_jpg.rf.655b988eaeb53ae987a5897975f94271.jpg,640,480,robot,301,116,397,272
upper_549599_jpg.rf.655b988eaeb53ae987a5897975f94271.jpg,640,480,robot,15,73,143,270
upper_713975_jpg.rf.6534547c75557e3bc0a3c944df0f3ae5.jpg,640,480,robot,33,291,84,422
upper_713975_jpg.rf.6534547c75557e3bc0a3c944df0f3ae5.jpg,640,480,ball,47,408,75,436
upper_713975_jpg.rf.6534547c75557e3bc0a3c944df0f3ae5.jpg,640,480,robot,460,366,519,464
upper_546234_jpg.rf.656abd8eb7a74d3e8625c137d6e6c19a.jpg,640,480,robot,191,46,319,116
upper_546234_jpg.rf.656abd8eb7a74d3e8625c137d6e6c19a.jpg,640,480,robot,517,0,597,110
lower_676367_jpg.rf.657d012fd0e18463322b88c9f846ce42.jpg,320,240,ball,273,162,319,230
upper_644547_jpg.rf.65807eac2c9420ded0486aba97005a4a.jpg,640,480,goalpost,0,371,44,430
upper_644547_jpg.rf.65807eac2c9420ded0486aba97005a4a.jpg,640,480,ball,398,274,416,295
upper_644547_jpg.rf.65807eac2c9420ded0486aba97005a4a.jpg,640,480,goalspot,517,377,573,412
upper_644547_jpg.rf.65807eac2c9420ded0486aba97005a4a.jpg,640,480,robot,225,203,298,355
lower_571456_jpg.rf.657e0101254f303f99f6cb223aa3166e.jpg,320,240,robot,1,0,94,99
upper_649111_jpg.rf.659914dbb3934a2cb1646822972f83d0.jpg,640,480,robot,7,258,47,327
upper_649111_jpg.rf.659914dbb3934a2cb1646822972f83d0.jpg,640,480,robot,136,265,171,321
upper_649111_jpg.rf.659914dbb3934a2cb1646822972f83d0.jpg,640,480,goalpost,177,297,188,319
upper_579016_jpg.rf.658924b29372158571af3e31866dab7a.jpg,640,480,robot,185,21,454,479
upper_106191_jpg.rf.65a8b478cae3ea5fdf1e92a6f9b786f0.jpg,640,480,robot,45,10,308,479
upper_513119_jpg.rf.6589736b327028b67ba74eaa8e292ac7.jpg,640,480,robot,0,85,214,479
lower_504292_jpg.rf.660b2049e48e02b3f556fb63ff10cc59.jpg,320,240,ball,169,104,250,181
upper_849900_jpg.rf.65affedd4356807cfacf2de0fe4516bd.jpg,640,480,robot,92,0,216,157
upper_849900_jpg.rf.65affedd4356807cfacf2de0fe4516bd.jpg,640,480,ball,236,84,267,118
upper_849900_jpg.rf.65affedd4356807cfacf2de0fe4516bd.jpg,640,480,robot,298,0,373,110
upper_849900_jpg.rf.65affedd4356807cfacf2de0fe4516bd.jpg,640,480,robot,370,0,451,129
upper_849900_jpg.rf.65affedd4356807cfacf2de0fe4516bd.jpg,640,480,robot,509,0,593,118
upper_849900_jpg.rf.65affedd4356807cfacf2de0fe4516bd.jpg,640,480,goalspot,556,118,599,141
upper_949911_jpg.rf.661d6dd915ee4a5f53ff46bb979447e0.jpg,640,480,goalpost,540,180,599,236
lower_690492_jpg.rf.65ec0fd5d1bced7ac30c43df25df9aad.jpg,320,240,robot,0,0,288,239
upper_911666_jpg.rf.667db3c562f788cb71e50ae967eeccfd.jpg,640,480,ball,229,26,258,55
upper_911666_jpg.rf.667db3c562f788cb71e50ae967eeccfd.jpg,640,480,robot,150,0,220,78
upper_496328_jpg.rf.65d8a91dedc5d925795dbc58b98ae278.jpg,640,480,goalpost,345,97,365,123
upper_496328_jpg.rf.65d8a91dedc5d925795dbc58b98ae278.jpg,640,480,robot,0,43,43,199
upper_496328_jpg.rf.65d8a91dedc5d925795dbc58b98ae278.jpg,640,480,robot,145,38,193,127
upper_496328_jpg.rf.65d8a91dedc5d925795dbc58b98ae278.jpg,640,480,robot,401,17,543,283
upper_496328_jpg.rf.65d8a91dedc5d925795dbc58b98ae278.jpg,640,480,robot,213,53,288,120
upper_829145_jpg.rf.6653d42eaf002d72876dde9f24ae55ed.jpg,640,480,ball,328,294,355,325
upper_829145_jpg.rf.6653d42eaf002d72876dde9f24ae55ed.jpg,640,480,robot,314,92,639,479
upper_829145_jpg.rf.6653d42eaf002d72876dde9f24ae55ed.jpg,640,480,robot,264,160,354,325
upper_829145_jpg.rf.6653d42eaf002d72876dde9f24ae55ed.jpg,640,480,robot,17,159,121,304
upper_698750_jpg.rf.6653e694290657f2b2685b961bcf1c0a.jpg,640,480,robot,246,2,267,54
upper_698750_jpg.rf.6653e694290657f2b2685b961bcf1c0a.jpg,640,480,robot,140,1,176,52
upper_698750_jpg.rf.6653e694290657f2b2685b961bcf1c0a.jpg,640,480,robot,341,6,379,69
upper_698750_jpg.rf.6653e694290657f2b2685b961bcf1c0a.jpg,640,480,robot,181,2,245,98
upper_698750_jpg.rf.6653e694290657f2b2685b961bcf1c0a.jpg,640,480,goalpost,313,40,328,57
upper_698750_jpg.rf.6653e694290657f2b2685b961bcf1c0a.jpg,640,480,centerspot,259,95,299,117
lower_616299_jpg.rf.66b0e5598e0b27765a622786b03329bb.jpg,320,240,robot,239,0,318,239
upper_442658_jpg.rf.65bbcbfa328ccce69ee8ae70cc8c2cfa.jpg,640,480,robot,14,57,85,198
upper_442658_jpg.rf.65bbcbfa328ccce69ee8ae70cc8c2cfa.jpg,640,480,robot,528,52,574,156
upper_904103_jpg.rf.65b3637913310ee3a5abc31618d0a048.jpg,640,480,ball,279,44,311,76
upper_102613_jpg.rf.66bbcdfe250962190438244e7a56845f.jpg,640,480,robot,499,242,545,310
upper_102613_jpg.rf.66bbcdfe250962190438244e7a56845f.jpg,640,480,robot,302,229,360,336
upper_102613_jpg.rf.66bbcdfe250962190438244e7a56845f.jpg,640,480,ball,312,318,337,340
lower_828186_jpg.rf.66967a4c14c7d83a2e96941fced53031.jpg,320,240,robot,88,1,198,104
lower_692325_jpg.rf.670e1dbd566ae3e8f6f3e52ba28eeaf6.jpg,320,240,robot,0,77,107,239
upper_679560_jpg.rf.66e26478eb6cb0af4a7fcdc4dee5358c.jpg,640,480,goalpost,296,205,350,252
upper_679560_jpg.rf.66e26478eb6cb0af4a7fcdc4dee5358c.jpg,640,480,goalpost,157,137,184,163
upper_679560_jpg.rf.66e26478eb6cb0af4a7fcdc4dee5358c.jpg,640,480,robot,89,59,163,209
upper_679560_jpg.rf.66e26478eb6cb0af4a7fcdc4dee5358c.jpg,640,480,ball,191,402,280,477
upper_101830_jpg.rf.66e6612e0f6671d21d205c3c4ea02843.jpg,640,480,robot,3,0,135,324
upper_101830_jpg.rf.66e6612e0f6671d21d205c3c4ea02843.jpg,640,480,goalpost,143,160,196,213
lower_610669_jpg.rf.65c806f91ff5ae0035b0bc2583e8d55e.jpg,320,240,centerspot,199,59,246,97
upper_664102_jpg.rf.665ca4398c6555759e7186b180cbf1ed.jpg,640,480,ball,203,385,230,412
upper_664102_jpg.rf.665ca4398c6555759e7186b180cbf1ed.jpg,640,480,robot,497,298,559,388
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,goalpost,283,58,304,98
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,robot,361,20,435,95
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,robot,300,4,354,104
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,robot,575,37,639,307
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,robot,87,2,201,175
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,goalpost,497,68,516,100
upper_497228_jpg.rf.6769cc5a27dccf9756f3647244c65838.jpg,640,480,goalspot,390,104,409,117
upper_944647_jpg.rf.66818e8aa15dcc97175b33b6806edae9.jpg,640,480,ball,73,32,93,54
upper_944647_jpg.rf.66818e8aa15dcc97175b33b6806edae9.jpg,640,480,robot,0,0,80,226
upper_818117_jpg.rf.67146064c7cfd46d286f3011673d30a2.jpg,640,480,robot,300,1,345,73
upper_818117_jpg.rf.67146064c7cfd46d286f3011673d30a2.jpg,640,480,robot,339,28,465,159
upper_818117_jpg.rf.67146064c7cfd46d286f3011673d30a2.jpg,640,480,robot,63,1,134,114
upper_818117_jpg.rf.67146064c7cfd46d286f3011673d30a2.jpg,640,480,centerspot,107,167,181,201
upper_100351_jpg.rf.670b8e11ccd9260bdf44c030cbe8e6b2.jpg,640,480,robot,280,1,352,149
upper_938484_jpg.rf.673c424e658f86aa8e5ba3af0b9e6010.jpg,640,480,robot,409,0,639,479
upper_938484_jpg.rf.673c424e658f86aa8e5ba3af0b9e6010.jpg,640,480,robot,73,1,130,132
upper_938484_jpg.rf.673c424e658f86aa8e5ba3af0b9e6010.jpg,640,480,ball,213,91,243,122
upper_963604_jpg.rf.6713a47f67c11a1b4d2d93a64920f354.jpg,640,480,goalpost,426,355,535,479
upper_779205_jpg.rf.6709436b4c8d79566305ba4b0780010c.jpg,640,480,robot,3,189,157,476
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,goalpost,312,120,328,134
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,robot,392,73,428,144
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,robot,263,75,302,142
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,robot,240,159,341,210
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,robot,509,85,557,161
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,goalpost,467,126,483,140
upper_720171_jpg.rf.6763b8962f12d42bc982765154f46d07.jpg,640,480,centerspot,476,223,536,253
upper_595607_jpg.rf.678c1f241a875c77a7fae6f5702efe03.jpg,640,480,robot,307,0,639,479
upper_596840_jpg.rf.67a20d84248be2f5cb492ec8f0591194.jpg,640,480,robot,1,61,207,480
upper_100741_jpg.rf.67cf06a340715de489a65093a799aab5.jpg,640,480,robot,96,0,147,39
upper_100741_jpg.rf.67cf06a340715de489a65093a799aab5.jpg,640,480,robot,201,30,262,57
upper_100741_jpg.rf.67cf06a340715de489a65093a799aab5.jpg,640,480,robot,271,0,319,60
upper_100741_jpg.rf.67cf06a340715de489a65093a799aab5.jpg,640,480,ball,385,46,404,62
upper_100741_jpg.rf.67cf06a340715de489a65093a799aab5.jpg,640,480,goalpost,68,27,80,40
upper_100741_jpg.rf.67cf06a340715de489a65093a799aab5.jpg,640,480,centerspot,57,79,89,95
upper_915197_jpg.rf.67bc23202a51a9bd1a24d4f4420ac04c.jpg,640,480,ball,271,0,297,27
upper_734164_jpg.rf.67d2155c0b85467011dc20debb60d79c.jpg,640,480,robot,291,94,635,479
upper_446722_jpg.rf.6804f36b5ce5a09b3182ccd629fad71e.jpg,640,480,centerspot,487,262,591,327
upper_864492_jpg.rf.680462d63911d17354f8c140f58e6c16.jpg,640,480,centerspot,71,340,179,401
upper_864492_jpg.rf.680462d63911d17354f8c140f58e6c16.jpg,640,480,goalpost,104,64,119,81
upper_864492_jpg.rf.680462d63911d17354f8c140f58e6c16.jpg,640,480,robot,244,2,291,122
upper_864492_jpg.rf.680462d63911d17354f8c140f58e6c16.jpg,640,480,robot,468,17,501,79
upper_864492_jpg.rf.680462d63911d17354f8c140f58e6c16.jpg,640,480,robot,31,20,105,89
upper_864492_jpg.rf.680462d63911d17354f8c140f58e6c16.jpg,640,480,robot,267,0,346,174
lower_634756_jpg.rf.67e9f020ed64609f88bfa6f5ad2e8589.jpg,320,240,ball,222,105,281,162
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,goalpost,290,61,313,87
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,robot,218,1,251,74
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,robot,79,1,121,60
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,robot,49,82,173,141
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,robot,334,30,380,107
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,centerspot,316,175,356,198
upper_719738_jpg.rf.680fb292ef715c3294bd10e463bf6756.jpg,640,480,goalpost,133,36,152,63
